component_name,brand,price,color,type
Silicon Power SP004GBLFU213N02 4 GB,"1,4",53.52,,Memory
G.Skill Trident Z5 64 GB,"2,32",,Black / White,Memory
TEAMGROUP Night Hawk RGB Gen 2 32 GB,"2,16",,Black,Memory
Thermaltake TOUGHRAM XG RGB 16 GB,"2,8",165.99,Black / Silver,Memory
Thermaltake TOUGHRAM XG RGB 32 GB,"2,16",309.99,Black / Silver,Memory
Thermaltake TOUGHRAM XG RGB 16 GB,"2,8",150.41,Black / Silver,Memory
Neo Forza FAYE 16 GB,"2,8",,Black / Silver,Memory
V-Color Manta XPrism RGB 32 GB,"2,16",,Silver,Memory
OLOy Blade RGB 16 GB,"2,8",,Platinum,Memory
Timetec PINNACLE Konduit 16 GB,"2,8",,Black,Memory
Timetec PINNACLE Konduit RGB 64 GB,"2,32",,White,Memory
Thermaltake TOUGHRAM XG RGB D5 32 GB,"2,16",,White / Silver,Memory
ADATA XPG CASTER RGB 16 GB,"1,16",,Black / Silver,Memory
Crucial CT4G4DFS6266 4 GB,"1,4",28.99,Green,Memory
Kingston FURY Beast 64 GB,"2,32",,Black / Silver,Memory
OLOy Blade RGB 64 GB,"2,32",,Black / Silver,Memory
Timetec 75TT16NUL2R8-8GK2 16 GB,"2,8",,Green,Memory
TEAMGROUP Elite Plus 16 GB,"2,8",,Black / Gold,Memory
TEAMGROUP Elite Plus 8 GB,"2,4",,Black / Gold,Memory
TEAMGROUP Elite Plus 16 GB,"2,8",,Red / Black,Memory
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,"1,32",,Black,Memory
GeIL ORION V AMD 32 GB,"2,16",,Red,Memory
TEAMGROUP Elite 16 GB,"2,8",,Black,Memory
TEAMGROUP Elite 16 GB,"2,8",,Black,Memory
GeIL EVO V RGB 16 GB,"2,8",,Black,Memory
GeIL EVO V RGB 24 GB,"1,24",,White,Memory
GOODRAM IRDM PRO 16 GB,"1,16",,White / Red,Memory
GOODRAM IRDM PRO 32 GB,"2,16",,Black / Gold,Memory
ADATA XPG LANCER RGB 16 GB,"1,16",,Black,Memory
ADATA XPG Lancer Blade RGB 64 GB,"2,32",,Black,Memory
ADATA XPG Lancer Blade RGB 64 GB,"2,32",,White,Memory
Netac Shadow II 8 GB,"1,8",,Black,Memory
TEAMGROUP T-Force Vulcan 64 GB,"2,32",,Black,Memory
Mushkin Redline Lumina 32 GB,"2,16",,Black,Memory
Mushkin Redline Lumina 32 GB,"2,16",114.99,Black,Memory
Mushkin Redline 96 GB,"2,48",,Black,Memory
TEAMGROUP Xtreem ARGB 48 GB,"2,24",,Black,Memory
Acer Predator Pallas II 32 GB,"2,16",,Silver,Memory
Acer Predator Hermes RGB 48 GB,"2,24",,White,Memory
Acer Predator Hermes RGB 48 GB,"2,24",,Black,Memory
Acer Predator Hermes RGB 32 GB,"2,16",,White,Memory
TEAMGROUP T-Create Master 64 GB,"4,16",499.99,Black,Memory
V-Color TRA524G80S840R3Q 96 GB,"4,24",,White,Memory
Kingston FURY Renegade Pro 64 GB,"4,16",469.99,Black,Memory
Kingston FURY Renegade Pro 256 GB,"8,32",1200.0,Black,Memory
V-Color TRA524G64S832O 192 GB,"8,24",1679.99,Black,Memory
V-Color TRA532G68D834O 256 GB,"8,32",2719.99,Black,Memory
G.Skill Ripjaws 32 GB,"2,16",99.99,Blue / Black,Memory
Kingston KCP424SD8/16 16 GB,"1,16",31.03,Green / Black,Memory
Corsair Vengeance Performance 8 GB,"1,8",34.98,Black / Yellow,Memory
Patriot Viper Steel 16 GB,"1,16",32.99,Silver / Black,Memory
G.Skill Trident Z Neo 16 GB,"2,8",179.37,Black / White,Memory
Corsair Dominator Platinum RGB 64 GB,"2,32",,Black,Memory
G.Skill Trident Z Royal Elite 16 GB,"2,8",,Silver,Memory
VisionTek 900848 16 GB,"1,16",124.4,Green / Black,Memory
G.Skill Ripjaws 16 GB,"2,8",57.99,Black / Blue,Memory
Kingston FURY Impact 64 GB,"2,32",158.31,Black,Memory
Crucial Ballistix Sport LT 64 GB,"4,16",,White / Silver,Memory
Mushkin Redline 64 GB,"2,32",124.05,,Memory
G.Skill Trident Z RGB 32 GB,"4,8",,,Memory
Crucial CT2KIT51264BF160BJ 8 GB,"2,4",53.99,Black / Green,Memory
G.Skill Trident Z Royal 16 GB,"2,8",139.99,Gold,Memory
G.Skill Trident Z Royal 32 GB,"4,8",529.86,Silver,Memory
G.Skill F3-12800CL9D-4GBNQ 4 GB,"2,2",57.0,Red / Silver,Memory
Corsair Vengeance 8 GB,"1,8",39.99,Black / Silver,Memory
G.Skill Trident Z 32 GB,"4,8",,Red / Silver,Memory
G.Skill Trident Z 32 GB,"4,8",156.87,Red / Silver,Memory
G.Skill FORTIS 32 GB,"4,8",115.0,Black / Red,Memory
Crucial CT16G4WFD824A 16 GB,"1,16",84.99,Green,Memory
Patriot Signature Line 8 GB,"1,8",17.98,Green,Memory
Thermaltake TOUGHRAM 16 GB,"2,8",199.99,White / Silver,Memory
Crucial Ballistix 32 GB,"2,16",,Red,Memory
Corsair Dominator Platinum RGB 16 GB,"2,8",79.98,White,Memory
Silicon Power SP016GBLFU320X22 16 GB,"2,8",,,Memory
V-Color TRA532G56S436O 256 GB,"8,32",1288.99,Black,Memory
Corsair VS1GSDS533D2 1 GB,"1,1",19.98,Green,Memory
Mushkin Essentials 4 GB,"2,2",27.87,Green,Memory
Mushkin 996647 8 GB,"2,4",21.31,Green,Memory
Kingston KVR13N9S8K2/8 8 GB,"2,4",44.99,Green,Memory
Mushkin 992082 32 GB,"1,32",98.94,Silver,Memory
Samsung M393A1G43DB0-CPB0 8 GB,"1,8",16.48,Black / Green,Memory
G.Skill Trident Z 32 GB,"2,16",,Red / Silver,Memory
Kingston ValueRAM 16 GB,"1,16",99.5,Green,Memory
Corsair Vengeance Performance 32 GB,"4,8",,Black,Memory
Mushkin Essentials 16 GB,"2,8",36.84,Green / Black,Memory
Kingston KTH-PL426/16G 16 GB,"1,16",61.8,Green / Black,Memory
G.Skill Ripjaws V 64 GB,"4,16",289.0,Red / Black,Memory
G.Skill Trident Z Royal 32 GB,"2,16",,Silver,Memory
Corsair Dominator Platinum RGB 64 GB,"4,16",254.99,Black,Memory
Kingston KSM24ED8/16ME 16 GB,"1,16",109.0,Green / Black,Memory
G.Skill Trident Z Royal Elite 32 GB,"2,16",,Silver,Memory
Kingston Fury Renegade RGB 16 GB,"1,16",,Black / Silver,Memory
Kingston ValueRAM 32 GB,"1,32",81.48,Green,Memory
Kingston Server Premier 16 GB,"1,16",52.48,,Memory
Kingston ValueRAM 8 GB,"1,8",25.0,,Memory
Kingston ValueRAM 32 GB,"1,32",76.78,,Memory
Kingston ValueRAM 8 GB,"1,8",24.25,,Memory
Mushkin Redline Lumina 64 GB,"2,32",203.56,White,Memory
Mushkin Redline Lumina 16 GB,"2,8",61.9,Black,Memory
G.Skill Trident Z Royal 32 GB,"2,16",,Silver,Memory
G.Skill F4-4000C18Q-32GTZ 32 GB,"4,8",196.71,Gray / Red,Memory
Corsair Dominator Platinum RGB 16 GB,"2,8",79.98,White,Memory
Silicon Power SP008GBSFU320X02 8 GB,"1,8",,,Memory
Thermaltake TOUGHRAM XG RGB 16 GB,"2,8",230.98,Black / Silver,Memory
V-Color TRA532G60S432Q 128 GB,"4,32",649.99,White,Memory
Kingston FURY Renegade Pro 32 GB,"1,32",156.99,Black,Memory
Kingston FURY Renegade Pro 64 GB,"4,16",339.99,Black,Memory
Corsair XMS3 DHX 4 GB,"2,2",,Black / White,Memory
Corsair Dominator 6 GB,"3,2",,Black / White,Memory
Corsair XMS2 DHX 4 GB,"2,2",,Black / White,Memory
Crucial CT2CP12872AA667 2 GB,"1,2",,Green,Memory
Crucial CT2KiT51272AB667 8 GB,"2,4",,Green,Memory
Kingston HyperX 1 GB,"1,1",,Blue / White,Memory
Kingston ValueRAM 2 GB,"2,1",45.0,Green,Memory
Patriot Extreme Performance 4 GB,"2,2",,Black / Silver,Memory
Patriot Sector 5 4 GB,"2,2",,Black / Red,Memory
PNY XLR8 4 GB,"2,2",,Black,Memory
OCZ Value 1 GB,"1,1",34.95,Green,Memory
OCZ Platinum 4 GB,"2,2",,Black / Silver,Memory
OCZ Gold Edition 4 GB,"2,2",,Black / Gold,Memory
Corsair XMS3 4 GB,"2,2",,Black / White,Memory
Corsair Dominator GT 12 GB,"3,4",,Black / Red,Memory
Corsair Dominator 3 GB,"3,1",,Black / Blue,Memory
ADATA Plus 6 GB,"3,2",,Red / Silver,Memory
G.Skill PI 6 GB,"3,2",,Black / Blue,Memory
G.Skill Ripjaws 8 GB,"2,4",,Black / Blue,Memory
G.Skill ECO 4 GB,"2,2",29.99,Silver,Memory
Corsair XMS3 4 GB,"1,4",,Black / Blue,Memory
Kingston HyperX 8 GB,"4,2",,Blue / Silver,Memory
ADATA AD2U800B1G5-RHS 1 GB,"1,1",,Blue / Silver,Memory
G.Skill F3-10600CL8D-4GBHK 4 GB,"2,2",,Blue / Silver,Memory
G.Skill ECO 4 GB,"2,2",,White,Memory
G.Skill F3-8500CL7D-2GBNQ 2 GB,"2,1",,Red / Silver,Memory
G.Skill Ripjaws X 4 GB,"2,2",49.98,Black / Red,Memory
GeIL Value PLUS 4 GB,"2,2",,Black / Silver,Memory
Patriot Viper II ‘Sector 7’ Edition 12 GB,"3,4",,Black / Blue,Memory
OCZ Gold 4 GB,"2,2",,Black / Gold,Memory
Kingston KVR1333D3/2GR 2 GB,"1,2",22.1,Green,Memory
G.Skill Ripjaws X + Turbulence II 8 GB,"2,4",,Black / Red,Memory
Kingston KHX1333C7AD3K2/8G 8 GB,"2,4",,Blue / Silver,Memory
Kingston HyperX T1 4 GB,"2,2",,Blue,Memory
Kingston HyperX T1 8 GB,"2,4",,Blue,Memory
Crucial Ballistix Sport 4 GB,"2,2",,Black / Silver,Memory
Crucial CT12864BC1067 1 GB,"1,1",,Green,Memory
Kingston KHX1600C9S3K2/4GX 4 GB,"2,2",40.99,Blue / Silver,Memory
Kingston KVR533D2S4/2G 2 GB,"1,2",,Green,Memory
Mushkin Essentials 4 GB,"2,2",24.63,Green,Memory
Patriot PSD22G8002S 2 GB,"1,2",,Green,Memory
PNY XLR8 8 GB,"2,4",,Black / Silver,Memory
Corsair Dominator GT 8 GB,"2,4",,Black / Red,Memory
G.Skill Sniper Gaming + Turbulence 24 GB,"6,4",,Black / Red,Memory
Corsair Vengeance 8 GB,"2,4",,Black / White,Memory
Corsair XMS3 16 GB,"4,4",,Black / White,Memory
G.Skill Ripjaws X 16 GB,"4,4",166.85,Black / Blue,Memory
Crucial CT3KIT25664BD160B 6 GB,"3,2",,Green,Memory
G.Skill Sniper 16 GB,"4,4",,Black / Red,Memory
"Patriot Gamer 2 Series, Division 2 Editi 16 GB","4,4",,Black / Blue,Memory
G.Skill F3-12800CL11D-8GBSQ 8 GB,"2,4",,Green,Memory
ADATA XPG Gaming 8 GB,"2,4",,Green,Memory
GeIL Pristine 4 GB,"1,4",,Green,Memory
Crucial CT2KIT102464BF1339 16 GB,"2,8",69.98,Green,Memory
G.Skill Ripjaws X 8 GB,"4,2",,Black / Red,Memory
G.Skill Ripjaws X 8 GB,"4,2",,Black / Blue,Memory
G.Skill Ripjaws Z 16 GB,"4,4",,Black / Red,Memory
G.Skill Ripjaws Z 16 GB,"4,4",,Black / Red,Memory
G.Skill Ripjaws Z 32 GB,"8,4",119.4,Black / Red,Memory
G.Skill Ripjaws Z 16 GB,"4,4",,Black / Red,Memory
Corsair Vengeance 16 GB,"4,4",,Black / Red,Memory
Pareema MD313C81609L1 4 GB,"1,4",,Blue,Memory
Crucial Ballistix Elite 4 GB,"1,4",,Black / Silver,Memory
G.Skill Ripjaws Z 8 GB,"4,2",,Black / Blue,Memory
Mushkin Blackline 16 GB,"4,4",,Black,Memory
G.Skill Ripjaws Z 16 GB,"4,4",,Black / Blue,Memory
Crucial Ballistix 4 GB,"1,4",,Black / Yellow,Memory
G.Skill F3-10666CL9D-16GBSQ 16 GB,"2,8",31.82,Green,Memory
Crucial Ballistix Sport 6 GB,"3,2",,Black / Silver,Memory
GeIL Evo Two 32 GB,"4,8",,Black / Red,Memory
G.Skill Ripjaws X 8 GB,"2,4",,Black / Blue,Memory
G.Skill Ripjaws Z 32 GB,"4,8",,Black / Blue,Memory
Crucial Ballistix Tactical Tracer 8 GB,"2,4",,Black / Silver,Memory
Kingston HyperX 16 GB,"4,4",,Blue / Silver,Memory
Corsair Vengeance 16 GB,"2,8",,Black / Red,Memory
Kingston KHX2400C11D3K4/8GX 8 GB,"4,2",,Blue / Silver,Memory
Corsair XMS 64 GB,"8,8",,Black / Silver,Memory
G.Skill Trident X 16 GB,"2,8",,,Memory
GeIL EVO VELOCE 16 GB,"2,8",,White,Memory
Patriot Viper 3 8 GB,"2,4",,Black / Silver,Memory
Patriot Viper 3 16 GB,"2,8",,Black / Silver,Memory
Corsair XMS3 4 GB,"1,4",,Black / White,Memory
Crucial CT2KIT51264BA160B 8 GB,"2,4",31.2,Green,Memory
Corsair Vengeance 8 GB,"2,4",,Black / Silver,Memory
Kingston KVR16S11K2/16 16 GB,"2,8",87.91,Green,Memory
Corsair Dominator Platinum 32 GB,"4,8",,Black / Silver,Memory
Corsair Vengeance 8 GB,"1,8",,Black / Blue,Memory
G.Skill Ripjaws Z 32 GB,"4,8",,Black / Blue,Memory
G.Skill Trident X 32 GB,"4,8",,Black / Red,Memory
Kingston Blu 16 GB,"2,8",,Blue / Silver,Memory
Crucial Ballistix Sport 8 GB,"1,8",,Black / Silver,Memory
Crucial Ballistix Tactical 8 GB,"2,4",,Black / Yellow,Memory
Kingston HyperX Beast 8 GB,"2,4",,Black,Memory
Kingston HyperX Beast 32 GB,"4,8",,Black,Memory
Kingston HyperX 16 GB,"2,8",,Gray / Silver,Memory
ADATA XPG Gaming Series v2.0 8 GB,"2,4",,,Memory
ADATA XPG Gaming Series v2.0 16 GB,"2,8",,Black / Green,Memory
Kingston HyperX 10th Anniversary 4 GB,"1,4",,Gray / Silver,Memory
Patriot Signature 4 GB,"1,4",,,Memory
Crucial CT2KIT102464BA160B 16 GB,"2,8",,Green,Memory
G.Skill Sniper 16 GB,"2,8",,Black / Red,Memory
G.Skill Ares 32 GB,"4,8",,Black / Blue,Memory
Corsair Vengeance Pro 16 GB,"2,8",,Black / Blue,Memory
PNY XLR8 8 GB,"1,8",,,Memory
ADATA XPG™ Gaming v2.0 8 GB,"2,4",,,Memory
Crucial Ballistix Sport XT 32 GB,"4,8",,,Memory
Mushkin Blackline 16 GB,"2,8",,Black,Memory
G.Skill Trident X 32 GB,"4,8",,,Memory
AMD Performance Edition 16 GB,"2,8",,Black / Red,Memory
ADATA XPG V2 16 GB,"2,8",,Black / Silver,Memory
Crucial Ballistix Tactical 16 GB,"2,8",,Black / Yellow,Memory
TEAMGROUP Elite 8 GB,"2,4",,Red / Silver,Memory
Avexir Core 8 GB,"1,8",,Black / Blue,Memory
Corsair Vengeance Pro 32 GB,"4,8",,Black / Blue,Memory
G.Skill Ripjaws Z 32 GB,"4,8",,Black / Blue,Memory
Transcend TS512MSK64V3N 4 GB,"1,4",41.94,,Memory
GeIL EVO POTENZA 8GB 8 GB,"2,4",,,Memory
Corsair Vengeance Performance 16 GB,"2,8",,Black / Gold,Memory
Crucial CT2K8G3W186DM 16 GB,"2,8",,Black / Green,Memory
Corsair Vengeance Performance 16 GB,"2,8",,Black / Gold,Memory
Corsair Vengeance Pro 32 GB,"4,8",,Black / Red,Memory
Patriot Viper 3 Low Profile Blue 32 GB,"4,8",,Black / Blue,Memory
Patriot Viper 3 Low Profile Red 8 GB,"2,4",,Black / Red,Memory
Patriot Viper 3 Low Profile Red 16 GB,"2,8",,Black / Red,Memory
Corsair Vengeance Pro 16 GB,"4,4",,Black / Red,Memory
Kingston HyperX Fury 4 GB,"1,4",,Black / Silver,Memory
Kingston HyperX Fury 16 GB,"2,8",,Red / Silver,Memory
Kingston HyperX Fury 8 GB,"2,4",,Red / Silver,Memory
Crucial Ballistix Tactical 16 GB,"4,4",,Black / Yellow,Memory
Mushkin Redline 16 GB,"2,8",,Red / Silver,Memory
PNY MD16384KD3-1866-X9 16 GB,"2,8",,Black / Silver,Memory
PNY MD32768K4D3-1600-X9 32 GB,"4,8",,Black / White,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Black / Red,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Black / Yellow,Memory
G.Skill Ripjaws 32 GB,"4,8",95.92,Red,Memory
G.Skill Value 16 GB,"4,4",,Black,Memory
ADATA XPG Z1 16 GB,"4,4",,Red / Black,Memory
ADATA XPG Z1 32 GB,"4,8",,Red / Black,Memory
Crucial Ballistix Sport 16 GB,"2,8",,Gray / Silver,Memory
Corsair Dominator Platinum 8 GB,"2,4",,Black / Silver,Memory
Kingston HyperX Beast 32 GB,"4,8",,Black,Memory
Crucial CT2K8G4VFS4213 16 GB,"2,8",,Black / Green,Memory
G.Skill Trident X 16 GB,"4,4",,Black / Red,Memory
Kingston Impact Black 8 GB,"1,8",,Black,Memory
TEAMGROUP Vulcan 8 GB,"2,4",,Orange,Memory
TEAMGROUP Elite Plus 16 GB,"2,8",,Black / Gold,Memory
TEAMGROUP Elite Plus 8 GB,"1,8",,Black / Gold,Memory
TEAMGROUP Xtreem 16 GB,"2,8",,White,Memory
TEAMGROUP Zeus Blue 8 GB,"2,4",,Blue,Memory
ADATA XPG V1.0 8 GB,"1,8",,Red / White,Memory
Crucial CT2K32G3ELSLQ4160B 64 GB,"2,32",,Blue / Silver,Memory
TEAMGROUP Elite 4 GB,"2,2",,Black / Silver,Memory
Patriot Extreme Performance 16 GB,"4,4",,Black / White,Memory
Crucial Ballistix 16 GB,"2,8",,Black / White,Memory
G.Skill Ripjaws Z 64 GB,"8,8",,Black / Blue,Memory
Corsair Vengeance LPX 32 GB,"4,8",,Blue,Memory
Corsair Vengeance LPX 32 GB,"4,8",,Red,Memory
Wintec Server 64 GB,"4,16",,Silver,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Black / Blue,Memory
Mushkin Blackline 16 GB,"2,8",,Black / White,Memory
Corsair Vengeance LPX 32 GB,"4,8",,Black,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Black,Memory
Corsair Dominator Platinum 64 GB,"8,8",,Black / Silver,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Black / Red,Memory
G.Skill Ripjaws 4 32 GB,"8,4",,Blue,Memory
Mushkin Redline 8 GB,"1,8",,Red / White,Memory
Crucial Ballistix Elite 16 GB,"2,8",,Black,Memory
Corsair TW3X4G1333C9A 4 GB,"2,2",,Black / Blue,Memory
Samsung M393B1K70DH0-CK008/Q 8 GB,"1,8",,Black / Green,Memory
Klevv Urbane 16 GB,"2,8",,Silver,Memory
Klevv CRAS 16 GB,"4,4",,Black / Silver,Memory
Klevv CRAS 16 GB,"4,4",,Black / Silver,Memory
Kingston HyperX Fury 64 GB,"8,8",,Black / Silver,Memory
Kingston HyperX Fury 32 GB,"4,8",,Black / Silver,Memory
Kingston KTL-TS421/8G 8 GB,"1,8",48.99,Green,Memory
Crucial CT204872BB160B 16 GB,"1,16",,Green,Memory
Kingston KVR16R11D4K4/32 32 GB,"4,8",118.99,Green,Memory
Kingston KVR16LR11D4K4/64 64 GB,"4,16",399.0,Blue,Memory
Kingston KVR16LR11D4/16HA 16 GB,"1,16",32.99,Green,Memory
Kingston KVR1333D3E9SK2/16G 16 GB,"2,8",128.88,Green,Memory
Kingston KVR16E11/8 8 GB,"1,8",33.29,Green,Memory
Kingston KVR16LE11/8I 8 GB,"1,8",68.98,Green,Memory
Mushkin Essentials 32 GB,"4,8",,Black / Green,Memory
Corsair Vengeance LPX 4 GB,"1,4",,Red,Memory
TEAMGROUP Dark 16 GB,"2,8",,Black,Memory
EVGA Superclocked 8 GB,"2,4",,Black,Memory
EVGA Superclocked 16 GB,"2,8",,Black,Memory
Corsair Dominator Platinum 16 GB,"4,4",,Black / Silver,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Black / Yellow,Memory
Corsair Dominator Platinum 128 GB,"8,16",,Black / Silver,Memory
G.Skill Ripjaws 4 8 GB,"2,4",,Black,Memory
PNY Anarchy X 16 GB,"4,4",,Black / Red,Memory
PNY Anarchy 32 GB,"4,8",,Black / Red,Memory
Corsair Vengeance LPX 8 GB,"2,4",,Red,Memory
Corsair Vengeance LP 8 GB,"1,8",,Red,Memory
G.Skill Ripjaws V 16 GB,"4,4",,Black / Red,Memory
G.Skill Ripjaws V 16 GB,"4,4",,Black / Red,Memory
G.Skill Ripjaws V 8 GB,"2,4",,Black,Memory
G.Skill Ripjaws V 16 GB,"4,4",,Black,Memory
Kingston HyperX Fury 8 GB,"1,8",,Black / White,Memory
Corsair Vengeance LPX 32 GB,"2,16",,Red,Memory
G.Skill Trident Z 16 GB,"2,8",,Red / Silver,Memory
G.Skill Ripjaws V 32 GB,"4,8",,Black / Red,Memory
Kingston HyperX Savage 8 GB,"1,8",,Black / White,Memory
Kingston HyperX Savage 16 GB,"4,4",,Black / White,Memory
Kingston HyperX Savage 8 GB,"2,4",,Black / White,Memory
Kingston HyperX Savage 8 GB,"1,8",,Black / White,Memory
Corsair Vengeance Pro 32 GB,"4,8",,Black / Red,Memory
G.Skill Trident Z 8 GB,"2,4",,Red / Silver,Memory
Patriot Viper 4 8 GB,"2,4",57.31,Black / Red,Memory
Kingston Impact 8 GB,"1,8",,Black / Silver,Memory
Corsair Vengeance Pro 16 GB,"2,8",,Black / Red,Memory
Corsair Vengeance Pro 32 GB,"4,8",,Black / Silver,Memory
ADATA XPG V3 16 GB,"2,8",,Black / Red,Memory
ADATA AX4U3000W4G16-DGZ 8 GB,"2,4",,Gold,Memory
G.Skill Ripjaws V 64 GB,"4,16",,Red,Memory
G.Skill Trident Z 32 GB,"4,8",1601.89,Red / Silver,Memory
Kingston D1G64KL110 8 GB,"1,8",,Black / Green,Memory
Patriot Viper 4 16 GB,"2,8",,Black / Red,Memory
Corsair Dominator Platinum 64 GB,"4,16",,Black / Silver,Memory
G.Skill Ripjaws V 16 GB,"2,8",,Black,Memory
G.Skill Ripjaws V 32 GB,"4,8",,Black,Memory
AMD R7 Performance 8 GB,"1,8",,Black / Red,Memory
Corsair Vengeance LPX 8 GB,"2,4",,Black / Yellow,Memory
G.Skill Ripjaws V 16 GB,"2,8",,Silver,Memory
G.Skill Ripjaws V 16 GB,"2,8",,Black,Memory
Corsair Vengeance LPX 16 GB,"2,8",,Black / Yellow,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Black / Yellow,Memory
Corsair Vengeance LPX 32 GB,"4,8",,Black / Yellow,Memory
Corsair Vengeance LPX 8 GB,"2,4",,Red,Memory
GeIL EVO POTENZA 16 GB,"2,8",,Red,Memory
G.Skill Ripjaws V 32 GB,"2,16",,Black,Memory
G.Skill Trident Z 64 GB,"4,16",,Red / Silver,Memory
G.Skill Ripjaws V 8 GB,"2,4",,Black,Memory
Corsair Vengeance LPX 64 GB,"4,16",,Red,Memory
G.Skill Ripjaws V 32 GB,"2,16",,Red,Memory
G.Skill Ripjaws V 16 GB,"2,8",,Red,Memory
G.Skill Ripjaws V 32 GB,"4,8",,Red,Memory
Avexir Raiden 8 GB,"2,4",,White / Blue,Memory
G.Skill Ripjaws V 64 GB,"4,16",,Red,Memory
EVGA SuperSC 16 GB,"2,8",,Black,Memory
Corsair Dominator Platinum 32 GB,"4,8",,Black / Silver,Memory
G.Skill Aegis 16 GB,"4,4",,Black / Red,Memory
Kingston Savage 16 GB,"2,8",,Black,Memory
Kingston Savage 16 GB,"4,4",,Black,Memory
Corsair Dominator Platinum 16 GB,"4,4",,Black / Silver,Memory
Crucial CT2KIT51272BA186DJ 8 GB,"2,4",,Black / Green,Memory
G.Skill Ripjaws V 32 GB,"4,8",,Red / Silver,Memory
Mushkin Silverline 16 GB,"2,8",,Silver,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Red,Memory
Kingston D4G72M151 32 GB,"1,32",,Black / Green,Memory
Avexir Core 8 GB,"2,4",,Black / White,Memory
Crucial CT102472BD160B 8 GB,"1,8",34.99,Black / Green,Memory
Corsair Vengeance LED 32 GB,"2,16",,Black / Red,Memory
Corsair Vengeance LED 32 GB,"4,8",,Black / Red,Memory
Patriot Viper Elite 16 GB,"2,8",,Black / Blue,Memory
G.Skill Trident Z 16 GB,"2,8",,Silver / White,Memory
G.Skill Trident Z 128 GB,"8,16",,Silver / White,Memory
Corsair Vengeance LED 16 GB,"2,8",,Black / Blue,Memory
Corsair Dominator Platinum Blackout 32 GB,"2,16",,Black,Memory
TEAMGROUP Dark 8 GB,"2,4",,Black / Silver,Memory
G.Skill Trident Z RGB 32 GB,"4,8",,Black,Memory
G.Skill Trident Z RGB 16 GB,"2,8",,Black,Memory
TEAMGROUP T-Force / Night Hawk 16 GB,"2,8",,Black / Red,Memory
TEAMGROUP T-Force / Night Hawk 16 GB,"2,8",,Black / White,Memory
Corsair Vengeance RGB 64 GB,"8,8",,Black,Memory
G.Skill FORTIS 16 GB,"2,8",,Black / Red,Memory
Kingston HyperX Predator 64 GB,"4,16",,Black,Memory
G.Skill Flare X 16 GB,"2,8",,Black,Memory
G.Skill Flare X 16 GB,"2,8",,Red,Memory
G.Skill Flare X 64 GB,"4,16",,Red,Memory
G.Skill Trident Z RGB 128 GB,"8,16",,Black,Memory
Corsair Dominator Platinum 32 GB,"4,8",,Black / Silver,Memory
Kingston KCP421NS8/4 4 GB,"1,4",32.99,Black / Green,Memory
G.Skill Trident Z 64 GB,"4,16",,Black / White,Memory
Patriot Viper 4 8 GB,"2,4",76.45,Red / Black,Memory
TEAMGROUP Vulcan 16 GB,"2,8",,Black / Gray,Memory
TEAMGROUP Vulcan 8 GB,"2,4",,Black / Gray,Memory
TEAMGROUP Vulcan 8 GB,"2,4",,Black / Red,Memory
Patriot Viper 4 16 GB,"2,8",,Red / Black,Memory
G.Skill Ripjaws V 16 GB,"2,8",,Black,Memory
Crucial Ballistix Elite 32 GB,"2,16",,Black,Memory
Patriot Viper Elite 16 GB,"2,8",,Black / Red,Memory
Crucial Ballistix Sport LT 16 GB,"2,8",,White,Memory
G.Skill Trident Z 128 GB,"8,16",,Black / White,Memory
Corsair Vengeance RGB 32 GB,"4,8",,Black,Memory
Corsair Vengeance RGB 32 GB,"4,8",,Black,Memory
Corsair Dominator Platinum 16 GB,"2,8",,,Memory
Patriot Signature Line 16 GB,"1,16",,Black / Green,Memory
GeIL SUPER LUCE RGB SYNC 16 GB,"2,8",,Black,Memory
Crucial Sport LT 8 GB,"1,8",,White / Silver,Memory
TEAMGROUP T-Force Delta RGB 4 GB,"1,4",,Black,Memory
TEAMGROUP T-Force Delta RGB 8 GB,"1,8",,Black,Memory
TEAMGROUP T-Force Delta RGB 8 GB,"1,8",,White,Memory
TEAMGROUP T-Force Delta RGB 32 GB,"2,16",,White,Memory
TEAMGROUP T-Force Delta RGB 8 GB,"2,4",,White,Memory
TEAMGROUP Night Hawk 32 GB,"2,16",,Black / Red,Memory
TEAMGROUP Night Hawk 32 GB,"2,16",,Black / Blue,Memory
ADATA XPG V1.0 16 GB,"2,8",,Red / White,Memory
ADATA AX4U2400W4G16-DRG 8 GB,"2,4",,Red / White,Memory
ADATA AX4U2666W4G16-DRG 8 GB,"2,4",,Red / White,Memory
Corsair Vengeance LPX 16 GB,"4,4",,Black / Yellow,Memory
Corsair Vengeance LPX 64 GB,"8,8",,Black / Yellow,Memory
Corsair Vengeance RGB 32 GB,"4,8",,White,Memory
Corsair Vengeance RGB 64 GB,"4,16",,Black,Memory
Corsair Vengeance LPX 64 GB,"4,16",,Black / Yellow,Memory
